level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	4	9	422	175	83	26	73.544411	y=0.5
5	1	1	1	4	10	514	170	45	28	91.218384	m)?
3	1	1	2	0	0	22	214	854	32	-1.0	
4	1	1	2	1	0	22	214	854	32	-1.0	
5	1	1	2	1	1	22	223	21	15	95.716843	a.
5	1	1	2	1	2	76	220	49	21	92.37059	0.15
5	1	1	2	1	3	132	217	20	21	92.239403	V
5	1	1	2	1	4	160	214	48	24	94.936501	and
5	1	1	2	1	5	215	214	41	24	96.743515	the
5	1	1	2	1	6	264	214	71	24	96.693069	lower
5	1	1	2	1	7	343	214	48	24	96.535828	end
5	1	1	2	1	8	398	214	30	24	96.506027	of
5	1	1	2	1	9	431	214	40	24	96.506027	the
5	1	1	2	1	10	479	215	57	24	96.950233	wire
5	1	1	2	1	11	543	214	47	24	95.708344	will
5	1	1	2	1	12	598	214	29	24	96.557777	be
5	1	1	2	1	13	636	221	24	17	96.557777	at
5	1	1	2	1	14	667	214	85	32	96.875618	higher
5	1	1	2	1	15	760	214	116	32	96.921448	potential
3	1	1	3	0	0	22	259	860	32	-1.0	
4	1	1	3	1	0	22	259	860	32	-1.0	
5	1	1	3	1	1	22	259	21	24	92.793045	b.
5	1	1	3	1	2	76	265	49	21	89.995667	0.15
5	1	1	3	1	3	132	262	20	21	87.456375	V
5	1	1	3	1	4	160	259	48	24	95.898964	and
5	1	1	3	1	5	215	259	41	24	96.935051	the
5	1	1	3	1	6	264	268	77	23	96.996567	upper
5	1	1	3	1	7	348	259	49	24	96.90152	end
5	1	1	3	1	8	404	259	30	24	95.98597	of
5	1	1	3	1	9	437	259	40	24	95.98597	the
5	1	1	3	1	10	485	260	57	24	96.285019	wire
5	1	1	3	1	11	549	259	47	24	96.009201	will
5	1	1	3	1	12	604	259	29	24	96.116043	be
5	1	1	3	1	13	641	266	24	17	96.116043	at
5	1	1	3	1	14	673	259	85	32	96.42025	higher
5	1	1	3	1	15	766	259	116	32	96.279373	potential
3	1	1	4	0	0	24	304	872	32	-1.0	
4	1	1	4	1	0	24	304	872	32	-1.0	
5	1	1	4	1	1	24	313	19	15	89.79538	c.
5	1	1	4	1	2	76	310	68	21	94.466606	0.075
5	1	1	4	1	3	152	307	20	21	92.928658	V
5	1	1	4	1	4	180	304	48	24	91.438278	and
5	1	1	4	1	5	235	304	40	24	96.861572	the
5	1	1	4	1	6	284	304	71	24	96.68663	lower
5	1	1	4	1	7	362	304	49	24	96.713074	end
5	1	1	4	1	8	418	304	30	24	96.928253	of
5	1	1	4	1	9	450	304	41	24	96.326859	the
5	1	1	4	1	10	498	305	58	23	96.946274	wire
5	1	1	4	1	11	563	304	47	25	95.142418	will
5	1	1	4	1	12	618	304	28	24	96.613426	be
5	1	1	4	1	13	655	311	24	17	96.613426	at
5	1	1	4	1	14	687	304	84	32	96.974907	higher
5	1	1	4	1	15	780	304	116	32	96.902824	potential
3	1	1	5	0	0	20	349	882	32	-1.0	
4	1	1	5	1	0	20	349	882	32	-1.0	
5	1	1	5	1	1	20	349	23	24	92.13726	d.
5	1	1	5	1	2	76	355	68	21	88.234673	0.075
5	1	1	5	1	3	152	352	20	21	93.071411	V
5	1	1	5	1	4	180	349	48	24	94.776192	and
5	1	1	5	1	5	235	349	40	24	94.776192	the
5	1	1	5	1	6	284	358	76	23	96.812386	upper
5	1	1	5	1	7	368	349	49	24	96.863457	end
5	1	1	5	1	8	424	349	30	24	96.859985	of
5	1	1	5	1	9	456	349	41	24	96.859985	the
5	1	1	5	1	10	504	350	57	23	96.93174	wire
5	1	1	5	1	11	569	349	47	25	96.691597	will
5	1	1	5	1	12	623	349	29	24	96.945976	be
5	1	1	5	1	13	661	356	24	17	96.762596	at
5	1	1	5	1	14	692	349	85	32	96.542252	higher
5	1	1	5	1	15	785	349	117	32	96.964806	potential
