level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	14	5	385	663	40	18	96.503838	will
5	1	1	1	14	6	431	666	33	15	96.961731	not
5	1	1	1	14	7	470	663	99	18	96.961731	transcribe
5	1	1	1	14	8	576	664	19	21	96.688034	it,
5	1	1	1	14	9	602	663	33	18	96.688034	but
5	1	1	1	14	10	641	663	39	18	96.804871	will
5	1	1	1	14	11	687	663	99	18	96.682892	transcribe
5	1	1	1	14	12	794	663	46	18	96.89045	after
5	1	1	1	14	13	847	664	18	17	81.801186	5’
5	1	1	1	14	14	874	664	84	23	95.98304	capping.
4	1	1	1	15	0	114	706	736	24	-1.0	
5	1	1	1	15	1	114	706	18	18	92.328751	b.
5	1	1	1	15	2	155	707	15	17	91.546158	It
5	1	1	1	15	3	176	706	39	18	96.679382	will
5	1	1	1	15	4	222	709	32	15	95.519493	not
5	1	1	1	15	5	261	706	99	18	96.446693	transcribe
5	1	1	1	15	6	367	707	14	17	96.954651	it
5	1	1	1	15	7	387	706	80	18	96.920441	because
5	1	1	1	15	8	474	706	50	18	96.833374	there
5	1	1	1	15	9	531	707	16	17	96.655083	is
5	1	1	1	15	10	554	712	24	12	96.655083	no
5	1	1	1	15	11	585	706	45	24	96.816528	poly
5	1	1	1	15	12	632	702	12	32	96.457893	A
5	1	1	1	15	13	661	706	32	18	96.457893	tail
5	1	1	1	15	14	700	707	20	17	96.194237	in
5	1	1	1	15	15	726	706	124	24	96.344589	prokaryotes.
4	1	1	1	16	0	116	749	614	24	-1.0	
5	1	1	1	16	1	116	755	15	12	92.163559	c.
5	1	1	1	16	2	155	750	35	21	94.718323	No,
5	1	1	1	16	3	198	749	119	24	97.00061	prokaryotes
5	1	1	1	16	4	324	755	33	12	96.834114	use
5	1	1	1	16	5	365	749	86	18	96.895752	different
5	1	1	1	16	6	457	752	102	21	96.748405	promoters
5	1	1	1	16	7	566	749	44	18	96.696365	than
5	1	1	1	16	8	617	749	113	24	96.696365	eukaryotes.
4	1	1	1	17	0	115	792	612	24	-1.0	
5	1	1	1	17	1	115	792	17	18	92.672081	d.
5	1	1	1	17	2	155	793	41	21	95.42337	Yes,
5	1	1	1	17	3	204	792	30	18	96.59597	the
5	1	1	1	17	4	241	792	101	18	96.701508	bacterium
5	1	1	1	17	5	348	792	64	18	96.515091	would
5	1	1	1	17	6	419	792	99	18	96.999107	transcribe
5	1	1	1	17	7	525	792	30	18	96.820488	the
5	1	1	1	17	8	562	792	106	24	96.739967	eukaryotic
5	1	1	1	17	9	676	797	51	19	96.935051	gene.
