level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	1	1	5	0	117	255	752	24	-1.0	
5	1	1	1	5	1	117	260	92	19	96.568916	sequence
5	1	1	1	5	2	216	255	21	18	96.731537	of
5	1	1	1	5	3	244	256	61	17	96.731537	amino
5	1	1	1	5	4	313	255	51	18	96.807014	acids
5	1	1	1	5	5	371	255	62	18	96.9823	which
5	1	1	1	5	6	440	261	34	12	96.780533	can
5	1	1	1	5	7	480	255	24	18	96.780533	be
5	1	1	1	5	8	511	255	98	24	96.601578	generated
5	1	1	1	5	9	616	255	49	18	96.985924	from
5	1	1	1	5	10	671	255	36	18	96.993576	this
5	1	1	1	5	11	715	255	61	18	96.824898	strand
5	1	1	1	5	12	783	255	20	18	96.985878	of
5	1	1	1	5	13	810	256	59	17	96.807381	DNA.
4	1	1	1	6	0	87	298	1174	24	-1.0	
5	1	1	1	6	1	87	304	7	7	59.860352	+
5	1	1	1	6	2	117	299	49	17	95.283974	How
5	1	1	1	6	3	176	298	45	18	96.47438	does
5	1	1	1	6	4	232	298	115	24	96.47438	degeneracy
5	1	1	1	6	5	357	298	21	18	96.985893	of
5	1	1	1	6	6	387	298	30	18	96.954117	the
5	1	1	1	6	7	428	299	72	23	96.956177	genetic
5	1	1	1	6	8	511	298	47	18	96.828171	code
5	1	1	1	6	9	568	298	54	18	96.697136	make
5	1	1	1	6	10	633	298	45	18	96.962387	cells
5	1	1	1	6	11	689	298	37	18	96.991447	less
5	1	1	1	6	12	736	298	106	18	96.999573	vulnerable
5	1	1	1	6	13	853	301	18	15	96.993591	to
5	1	1	1	6	14	882	299	110	17	96.840492	mutations?
5	1	1	1	6	15	1002	298	55	18	96.947655	What
5	1	1	1	6	16	1067	299	16	17	96.987946	is
5	1	1	1	6	17	1094	304	23	12	97.006195	an
5	1	1	1	6	18	1128	298	101	24	96.678406	advantage
5	1	1	1	6	19	1240	298	21	18	97.009796	of
4	1	1	1	7	0	117	328	1051	24	-1.0	
5	1	1	1	7	1	117	328	115	24	96.46888	degeneracy
5	1	1	1	7	2	238	328	45	18	96.993332	with
5	1	1	1	7	3	290	331	71	21	96.896347	respect
5	1	1	1	7	4	368	331	18	15	96.587234	to
5	1	1	1	7	5	394	328	30	18	96.587234	the
5	1	1	1	7	6	431	329	85	23	96.565063	negative
5	1	1	1	7	7	523	329	68	23	96.795723	impact
5	1	1	1	7	8	598	328	21	18	96.999214	of
5	1	1	1	7	9	625	328	78	18	96.347397	random
5	1	1	1	7	10	709	329	99	17	96.630852	mutations
5	1	1	1	7	11	816	334	24	12	96.05854	on
5	1	1	1	7	12	847	328	70	18	96.05854	natural
5	1	1	1	7	13	924	328	89	18	96.78006	selection
5	1	1	1	7	14	1020	328	36	18	96.294319	and
5	1	1	1	7	15	1063	328	105	18	96.644669	evolution?
